company_id,name,identifier,category_id,logo_img_pc,logo_img_mb,type,class_url_pc,class_url_mb,explanation,is_recommend,ir_text_front,interest_rate,ir_unit,ir_text_after,annotation,annotation_modal,order,is_valid,promo_url_pc,promo_url_mb,delete_flag,created_at,updated_at
130,国内最大級の総合電子書籍ストア　ブックライブ,C005002,13,public/company/130/2j6Dx9aOAz3l1eHFpf3sasoEgYA6SQvrucitjD2I.png,public/company/130/lLL2rNKkXiwpEhzDNu1SeH7nY2vpB92MG5F9GiLG.png,0,NULL,NULL,電子書籍の総合書店「BookLive!」。 人気の漫画・コミック・小説・ラノベなど、新刊が毎日続々入荷。無料試し読みに加え、1巻まるごと無料のマンガも多数。お得なキャンペーン実施中。Tポイントが貯まる、使える。,0,支援金は\n購入金額の,1.340,%,ベルマーク点数として自動加算,新規かつ300円（税込）以上の購入が対象 ※購入予約、新刊オート購入は成果対象外とさせていただきます。「BookLive!コミック」は別サイトとなるため成果の対象外となります。,判定タイミング：最大45日,606,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=891788429&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=891788429&vcptn=__key__,0,2018-09-03 19:17:00,2025-06-18 16:35:32
132,ジャルパック　海外ツアー,C016017,14,public/company/132/varz1Goo98Cde0Ya5RM5fV1ZoA40BtX7Cnyf9nmA.gif,public/company/132/varz1Goo98Cde0Ya5RM5fV1ZoA40BtX7Cnyf9nmA.gif,0,NULL,NULL,JALパックなら、観光・食事付きで安心のツアーコンダクター同行ツアーから、航空券と宿泊を自由に組み立てられる「JALダイナミックパッケージ」をご用意！,0,支援金は\n予約金額の,0.880,%,ベルマーク点数として自動加算,【成果対象】海外ツアー・JAL海外ダイナミックパッケージ新規予約時に購入完了となり旅行が遂行された場合\n\n【成果対象外】\n(1)予約取消の場合\n(2)取消料\n(3)一部取消など旅行代金が減額した場合\n(4)追加予約など旅行代金増額分\n(5)株主優待割引や他会員優待割引、他販売経路との重複予約\n(6)電話による弊社オペレーターでの代理予約,判定タイミング：最大390日,113,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283344&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283344&vcptn=__key__,0,2018-09-03 19:26:00,2025-02-19 14:53:07
133,ジャルパック　国内ツアー,C016018,14,public/company/133/7h1N3MZYxErNfigjEQVcbleLfBudCi5Yrm6X9VPD.gif,public/company/133/7h1N3MZYxErNfigjEQVcbleLfBudCi5Yrm6X9VPD.gif,0,NULL,NULL,ジャルパックなら、北海道から沖縄離島までJALグループ便のネットワークを活用した多彩なツアーをご用意。フライト+宿泊を自由に組み合わせできる「JALダイナミックパッケージ」は、出発前日の16時59分まで予約可能！豊富なオプションも一括購入可能！,0,支援金は\n予約金額の,0.800,%,ベルマーク点数として自動加算,【対象商品】 \nJALダイナミックパッケージ（国内） \n【成果対象】\n新規予約時に購入完了となり旅行が遂行された場合 \n【成果対象外】\n(1)予約取消の場合\n(2)取消料\n(3)一部取消など旅行代金が減額した場合\n(4)追加予約など旅行代金増額分\n(5)株主優待割引や他会員優待割引、他販売経路との重複予約\n(6)電話による弊社オペレーターでの代理予約,判定タイミング：最大390日,114,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283343&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283343&vcptn=__key__,0,2018-09-03 19:26:00,2025-02-19 14:52:27
134,日本旅行,C016023,14,public/company/134/Tw6hG3t6hlw50doE8UmPhWJeRYR6CAJXtKYjNGRy.gif,public/company/134/Tw6hG3t6hlw50doE8UmPhWJeRYR6CAJXtKYjNGRy.gif,0,NULL,NULL,国内旅行や海外旅行のことなら日本旅行！お得なツアーを多数取り揃えております。\n家族旅行から女子旅、ひとり旅、日帰り、出張まで、目的に応じたプランからご希望の旅行が見つかるはず♪,0,支援金は\n国内ツアー\n予約で,509.000,点,ベルマーク点数として自動加算,【成果対象】\n■国内商品　・JR+宿泊　・国内ツアー　■宿泊成約（旅館orホテル）料率違い　・国内パッケージ（日帰りJR）料率違い　■海外商品　・海外パッケージツアー　料率違い\n【成果対象外】\n・上記成果対象商品以外の成果着地\n・メール・電話受け商品予約\n・「遊び・体験」タブの商品（クーポン印刷・取得・購入）\n・「海外ダイナミックパッケージ」「海外航空券+ホテル」「海外航空券」「海外ホテル」のタブの商品\n・電話、来店での予約\n・キャンセル等で成約しなかった場合\n・モバイル（ガラケー）経由の注文\n・高速バス・レンタカーは成果対象外\n・EXサービスのご利用は成果対象外　　,判定タイミング：最大45日,116,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283346&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283346&vcptn=__key__,0,2018-09-03 19:35:00,2025-06-18 16:24:41
135,集英社 HAPPY PLUS STORE,C007006,6,public/company/135/RZDuiGq5DXvTmI0HQc82TbhicqKq3JLZGdzrI3v6.gif,public/company/135/dhTZIlZQO4D9TIIb9AFPM3qrBEmquC2ZRQTNKZzh.gif,0,NULL,NULL,HAPPY PLUS STOREは集英社の公式ファッション通販サイト。出版社ならではの「目利き力」と「編集力」による多彩なコンテンツが満載！「“かわいい”と“欲しい”に出会えるコマースメディア」をコンセプトにファッション、雑貨、ビュー ティなどバイヤーが厳選したアイテムを販売しております。,0,支援金は\n購入金額の,1.340,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\nジャンプキャラクターズストア、WEEKLY SHONEN JUMP Digitalでのご購入は対象外です\n※定期購入申し込み時の「auかんたん決済」「Amazonペイメント」「LINE Pay」でのご注文は成果対象外となります。,判定タイミング：最大45日,803,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283348&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885283348&vcptn=__key__,0,2018-09-03 19:35:00,2025-04-02 16:48:47
139,じゃらんゴルフ,C001016,10,public/company/139/RynaMEYNrgYvugInfmlwm3nPO4lpGLLLh1N9pQFr.jpg,public/company/139/RynaMEYNrgYvugInfmlwm3nPO4lpGLLLh1N9pQFr.jpg,0,NULL,NULL,ゴルフ場予約、検索ならリクルート運営の［じゃらんゴルフ］日本全国のゴルフ場から、あなたの好みにピッタリのプランを、おすすめプランや、コース情報、口コミから探せます。予約をすればするほどポイントが貯まるので、お得にゴルフをお楽しみ頂けます。,0,支援金は\n新規予約で,1781.000,点,ベルマーク点数として自動加算,新規ユーザー　ゴルフ場のプラン予約後のプレー確認　※既存ユーザーの予約は成果対象外。新規ユーザーの「即時予約」のみ成果対象、「リクエスト予約」は成果対象外です。,既存ユーザー予約、リクエスト予約は成果対象外です\n\n判定タイミング：最大180日,200,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885318447&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885318447&vcptn=__key__,0,2018-09-03 19:39:00,2023-03-30 11:43:54
142,ラクスル　印刷のことなら格安・激安の印刷通販,C006010,8,public/company/142/VJL2gzc2r7pxj1upXHh79uMlIMerJH0lvTMjYPBm.png,public/company/142/VJL2gzc2r7pxj1upXHh79uMlIMerJH0lvTMjYPBm.png,0,NULL,NULL,ネット印刷のラクスルです。テレビCMでもおなじみのラクスルはネットで簡単に印刷物を注文できる印刷通販サイトです。24時間注文受付、全国送料無料、充実のカスタマーサポートと初心者でも使いやすく顧客満足度No.1を頂いています。,0,支援金は\n購入金額の,0.800,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\n※注文後、入金及びデータ入稿を行い、21日以内に印刷工場から印刷物が出荷完了された場合のみ有効,判定タイミング：最大45日,706,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885288358&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885288358&vcptn=__key__,0,2018-09-03 19:53:00,2025-04-08 16:02:20
143,紀伊國屋書店ウェブストア,C005008,13,public/company/143/ZCQi0ruE2uh4eQD74wUjvStfPjjCtbjh1U3UPGms.gif,public/company/143/ZCQi0ruE2uh4eQD74wUjvStfPjjCtbjh1U3UPGms.gif,0,NULL,NULL,紀伊國屋書店ウェブストアは紀伊國屋書店が運営するサイトです。書籍や雑誌、電子書籍等を購入できるオンラインストアを中心に、紀伊國屋書店の提供するウェブサービスを集約しています。購入した書籍を管理できるクラウドサービスや、リアル店舗の在庫を検索する機能もございます。★3，000円以上ご購入で送料無料!★和書、洋書、電子書籍、雑誌、DVD/CD 1，000万件のデータベースから商品を探して購入できます。,0,支援金は\n購入金額の,1.280,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大45日,601,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=886098284&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=886098284&vcptn=__key__,0,2018-09-03 19:53:00,2023-03-30 11:05:29
144,大丸松坂屋オンラインストア,C003013,11,public/company/144/oounNu87GYpvwGxuCA3069uwqEe9Pq9cdioJSyUW.jpg,public/company/144/s3cs6wZR5V1QbdNLGMkpVAvTi5pnsbGDv2WK5BIA.jpg,0,NULL,NULL,大丸松坂屋百貨店が運営するWEB通販サイトです。\nお中元やお歳暮などのシーズンギフトのほか、お祝いや内祝いなどのギフト、\nデパ地下グルメ、百貨店コスメなどを取り扱っております。,0,支援金は\n購入金額の,1.280,%,ベルマーク点数として自動加算,商品購入（消費税・送料・手数料は購入金額に含まれません）＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\n【成果対象外】\n・化粧品（一部を除く）\n・DEPACO経由でのご購入\n・Internet Explorer での購入\n※カテゴリ「ビューティー」からは「DEPACO」（コスメの情報メディア＆オンラインストア）に遷移しますが、DEPACO経由の購入は成果対象外となります。,判定タイミング：最大15日,407,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887739714&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887739714&vcptn=__key__,0,2018-09-03 19:53:00,2022-04-01 18:10:48
148,THE BODY SHOP(ザ・ボディショップ),C002005,12,public/company/148/L52o9XobDU2DI6jJEF9q1bj97NZfMEXjhw4CTsxN.gif,public/company/148/oPmob3YBpzVDdz6tDU9FwkD1eZvT4tYlBX90E6pm.gif,0,NULL,NULL,英国生まれのザボディショップ。世界各地に伝わるスキンケアの知恵に着目し、天然成分を取り入れたスキンケア、ヘアケア、メイクアップ商品をお届けしています。創業は1976年、イギリスの女性アニータ・ロディックが南海岸の街ブライトンで、25種類の手作り化粧品を販売するお店を開いたのが始まりです。現在では、世界64カ国に2，500以上の店舗を展開しています。豊かな香りに心地よい使用感、そしてたっぷり詰まった自然の恵み。ザボディショップの製品のひとつひとつには、1976年の創業時から守り続けてきたエシカルでナチュラルな想いが込められています。\n★注目ポイント★\n1.自然の原料をベースにしたボディケア、スキンケア、ヘアケア、メイクアップ商品を販売しています。\n2.シンプルなパッケージを使い、ユニークな商品をお客様にお届けしております。\n3.季節に合わせたギフトやオンラインショップ限定商品が大人気です。,0,支援金は\n購入金額の,2.230,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品、PayPay経由の購入（スマートフォン経由のみ）は対象外となります。）,判定タイミング：最大60日,304,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885286950&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885286950&vcptn=__key__,0,2018-09-03 19:55:00,2024-02-28 14:59:34
150,OZmall(オズモール),C009001,5,public/company/150/GWOgvSvk8ie7oDpIlBBvfetmLkzZP6MCbm8FLM9A.jpg,public/company/150/GWOgvSvk8ie7oDpIlBBvfetmLkzZP6MCbm8FLM9A.jpg,0,NULL,NULL,会員数は、現在320万人（2019年4月時点）。体験提案記事×予約のメディアです。\n編集部が厳選したレストラン・宿泊・ヘアサロン・リラクサロンなど24時間WEBで予約ができる。記念日や誕生日はもちろん、自分へのごほうびにもぴったり。,0,支援金は\n予約＋来店で,148.000,点,ベルマーク点数として自動加算,報酬対象外は「鍼灸サロン予約」「美容クリニック予約」「婦人科検診予約」「まつげエクステサロン予約」「ウェディング予約」「東京体験予約」「ネイルサロン予約」です。予約完了後に、来店確認が取れ承認されたものが報酬対象となりますのでご了承ください。,ランチ、ブッフェ・アフタヌーンティーも成果対象となりました（2019.7.16より）\n\n判定タイミング：最大54日,1000,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885286954&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885286954&vcptn=__key__,0,2018-09-03 19:56:00,2025-01-15 11:17:31
152,NYオンライン,NC007002,6,public/company/152/At3yL01lyPzpDIL8MziKnSxA943MkHLUVeti8Zbk.jpg,public/company/152/At3yL01lyPzpDIL8MziKnSxA943MkHLUVeti8Zbk.jpg,0,NULL,NULL,ニューヨーカー直営のファッション通販「NYオンライン」です。ニューヨーカーはハイクオリティを背景に、ベーシックでありながらも、時代の空気やトレンドのエッセンスをプラスしたスタイル提案するブランドです。,0,支援金は\n購入金額の,1.340,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,NULL,24,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308046&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308046&vcptn=__key__,0,2018-09-03 19:56:00,2024-08-07 11:56:02
157,シャディ ギフトモール,C014001,7,public/company/157/52v3EOvLe4acSm9ABJnHNi4pQMsyxcxUqROgINql.jpg,public/company/157/52v3EOvLe4acSm9ABJnHNi4pQMsyxcxUqROgINql.jpg,0,NULL,NULL,「シャディ（shaddy）ギフトモールは、ギフト専門店『シャディ株式会社』の公式通販サイトです。・創業1926年の全国約3000店が加盟する地域密着の店舗・新規会員登録＆メルマガ登録頂くと5000円以上で使える500円クーポン◆取扱い商品　カタログギフト、食品、お酒、雑貨、家電、石鹸洗剤等◆無料サービス　のし、包装、ラッピング、紙袋　写真・動画を使ったオリジナルギフトカード※一部、産地直送品等不可の商品もございます,0,支援金は\n購入金額の,2.230,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大120日,1400,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287018&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287018&vcptn=__key__,0,2018-09-03 19:59:00,2022-07-13 11:38:22
159,サンワダイレクト,C004007,9,public/company/159/5HyBEMqxlIlii9YUy3aA48R5Lt6c91CHoGATLpQw.jpg,public/company/159/5HyBEMqxlIlii9YUy3aA48R5Lt6c91CHoGATLpQw.jpg,0,NULL,NULL,サンワサプライ直営通販サイトのサンワダイレクト（SANWA DIRECT）本店。2000円以上送料無料、法人のお客様歓迎！見積書・納品書・請求書払い可能！机・椅子からプリンタインク・スマートフォン関連まで何でも揃います。,0,支援金は\n購入金額の,1.340,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大90日,521,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887605683&vc_url=https%3A%2F%2Fdirect.sanwa.co.jp%2Fcontents%2Fsp%2Fclm%2Fgigaschool%2Finner%2F%3Futm_medium%3Daffiliate%26utm_source%3Dwebbellmark%26utm_campaign%3Dwebbellmark2201&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887605683&vc_url=https%3A%2F%2Fdirect.sanwa.co.jp%2Fcontents%2Fsp%2Fclm%2Fgigaschool%2Finner%2F%3Futm_medium%3Daffiliate%26utm_source%3Dwebbellmark%26utm_campaign%3Dwebbellmark2201&vcptn=__key__,0,2018-09-03 20:00:00,2022-07-13 11:38:42
160,Panasonic Store(パナソニックストア),C004002,9,public/company/160/IGwo2WrYwkUZFgJaRZAiMIYwJpDeKwb4yPFrtFfg.gif,public/company/160/IGwo2WrYwkUZFgJaRZAiMIYwJpDeKwb4yPFrtFfg.gif,0,NULL,NULL,パナソニックグループの公式直販サイトです。\nお好みのスペックやカラーが選択できるノートパソコン「カスタマイズレッツノート」や\n店頭では購入できないWEB限定商品、8，000品番以上の消耗品・付属品・オプションなど、\nパナソニックグループの様々な商品を提供しております。,0,支援金は\n購入金額の,1.280,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大22日,504,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287026&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287026&vcptn=__key__,0,2018-09-03 20:00:00,2023-03-30 11:07:15
161,イヴ・サンローラン・ボーテ公式オンラインブティック,C002007,12,public/company/161/dZOtWY6MwPodZNPgheGHoW0ol9PCHMHzxvpxC0I4.jpg,public/company/161/dZOtWY6MwPodZNPgheGHoW0ol9PCHMHzxvpxC0I4.jpg,0,NULL,NULL,イヴ・サンローラン（YVES SAINT LAURENT）公式オンラインブティック。イヴ・サンローランの全製品を24時間365日いつでも、お好きな時に安心してご購入いただけます。オンラインブティック限定製品や、配送料無料キャンペーン、ギフトラッピングなどのサービスも実施。,0,支援金は\n購入金額の,4.240,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大21日,301,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308063&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308063&vcptn=__key__,0,2018-09-03 20:01:00,2024-07-24 16:41:49
162,BOOK☆WALKER（ブックウォーカー）,C005001,13,public/company/162/PwVYnTdeh7QgV38FXPv298g78e2a6IZpmK2DeoAg.jpg,public/company/162/PwVYnTdeh7QgV38FXPv298g78e2a6IZpmK2DeoAg.jpg,0,NULL,NULL,電子書籍を読むならKADOKAWA直営の電子書籍ストアBOOK☆WALKER（ブックウォーカー）。ライトノベル、マンガ、新書、実用書、写真集、雑誌など。Android、iPhoneアプリ、PC、タブレットなど、様々な端末で利用可能！,0,支援金は\n購入金額の,1.280,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大45日,605,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887338970&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887338970&vcptn=__key__,0,2018-09-03 20:01:00,2021-08-30 03:01:18
163,シュウ ウエムラ,C002010,12,public/company/163/TKjUYhnsJouLA4t3x2oCcO5ruWoGJRQ6IUvXX1W2.jpg,public/company/163/TKjUYhnsJouLA4t3x2oCcO5ruWoGJRQ6IUvXX1W2.jpg,0,NULL,NULL,シュウ ウエムラ（shu uemura）公式通販サイト。「自然、科学、アート」の融合をコンセプトにした、シンプル&リッチなシュウ ウエムラ製品を24時間365日いつでも安心してお買い求めいただけます。また配送料無料キャンペーンやギフトラッピングなどWEBならではの特典もご用意しています。,0,支援金は\n購入金額の,4.240,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,判定タイミング：最大21日,305,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308062&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308062&vcptn=__key__,0,2018-09-03 20:02:00,2022-07-13 11:39:21
167,食べログ ディナー予約,C009004,5,public/company/167/2zZiYgznIoSz4nunOhQfpMgMEqnsGPzzQdKvkidm.png,public/company/167/SxxxGoJh8uOEfEajK4DOZETWY05c0aMcDHFqKZIk.png,0,NULL,NULL,食べログは「失敗しないお店選び」をコンセプトにした、\n月間約1億人以上が利用する日本最大級のグルメサイトです。,0,支援金は\n予約一人あたり,22.000,点,ベルマーク点数として自動加算,ネット予約完了後の来店確認　T-POINTが貯まる店舗が成果対象です　ディナー予約のみが成果対象です　予約人数に応じて所定の成果報酬額をお支払いします　【成果拒否条件】いたずら、キャンセルほか来店が確認できなかった場合　一部成果対象外の店舗がございます　電話予約は成果対象外です　ランチ予約は成果対象外です　アプリにユーザーがログインし、ネット予約した注文。アプリは成果対象外です,T-POINTが貯まる店舗　ディナー予約のみ\n\n判定タイミング：最大120日,1002,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=890521227&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=890521227&vcptn=__key__,0,2018-09-03 20:04:00,2024-05-02 13:47:53
169,Relux（リラックス）　高級ホテル・高級旅館の宿泊予約,C016004,14,public/company/169/XfIXJiqWIJMqbWH3YuLMksXhDnABaiHo6ZHVl13Q.jpg,public/company/169/XfIXJiqWIJMqbWH3YuLMksXhDnABaiHo6ZHVl13Q.jpg,0,NULL,NULL,Relux（リラックス）は、全国から満足度の高い一流ホテル・旅館を厳選し、どこよりもお得に宿泊をすることができる宿泊予約サービスです。宿泊プランは安心の最低価格保証付き！,0,支援金は\n予約金額の,0.890,%,ベルマーク点数として自動加算,■成果対象\n予約後、宿泊利用(チェックアウト)又はReluxギフトの購入完了\n\n■成果対象外\n虚偽、いたずら、重複 / 登録不備 / 注文キャンセル（クーリングオフ）\n・Reluxへの遷移からReluxでの宿泊予約完了まで24時間を超える場合\n・Reluxへの遷移からReluxでの宿泊予約完了までの間に、別の広告から再度Reluxへ遷移した場合,判定タイミング：400日,120,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287063&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885287063&vcptn=__key__,0,2018-09-03 20:04:00,2022-10-26 15:47:51
174,クラブツーリズム　★バス旅行★,C016011,14,public/company/174/MzOTPgrGaLJpMGmA2GH4QcKVdeCAACg199X09wPV.gif,public/company/174/MzOTPgrGaLJpMGmA2GH4QcKVdeCAACg199X09wPV.gif,0,NULL,NULL,バスツアー・旅行なら、クラブツーリズム！日帰りから宿泊ツアーまで地元発着コースを多数ご用意しております！季節に合わせたおすすめツアーを ピックアップ！ツアーの検索・ご予約も簡単です。,0,支援金は\n予約完了で,221.000,点,ベルマーク点数として自動加算,虚偽、いたずら、重複、登録不備、注文キャンセル（クーリングオフ）、電話やメールなどオンライン決済以外の予約、1件あたり5,000円(税別)未満のツアー、オプション、ホテル予約、体験講座ツアー出発日が申込日時より1年以降のものは対象外です。,判定タイミング：最大365日,106,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341134&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341134&vcptn=__key__,0,2018-09-03 20:06:00,2024-04-17 16:15:16
175,クラブツーリズム　★国内旅行★,C016013,14,public/company/175/p6GsI4sNoWgyE9mQRz9mnfrwtNxALas6LWM6trWb.gif,public/company/175/p6GsI4sNoWgyE9mQRz9mnfrwtNxALas6LWM6trWb.gif,0,NULL,NULL,国内旅行・ツアーなら、クラブツーリズム！添乗員付きツアーならしっかりサポート！フリープランは自由気ままに！各地域・国の定番ツアーや、おすすめのツアーをそれぞれご紹介。地図から検索などツアーの検索・ご予約も簡単です。,0,支援金は\n予約完了で,415.000,点,ベルマーク点数として自動加算,虚偽、いたずら、重複、登録不備、注文キャンセル（クーリングオフ）、電話やメールなどオンライン決済以外の予約、1件あたり5,000円(税別)未満のツアー、オプション、ホテル予約、体験講座ツアー出発日が申込日時より1年以降のものは対象外です。,判定タイミング：最大365日,105,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341130&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341130&vcptn=__key__,0,2018-09-03 20:07:00,2024-04-17 16:15:35
176,おうちでイオン イオンショップ,C003009,11,public/company/176/jxIZNBcwVyMfsF26Z2XJhxutam62nPHaFUzHi92f.png,public/company/176/jxIZNBcwVyMfsF26Z2XJhxutam62nPHaFUzHi92f.png,0,NULL,NULL,イオン（AEON）のお中元、お歳暮、母の日ギフトをはじめ、カタログ掲載品、WEB限定品などお店にない品もネットで取り扱っています。お近くにイオンのお店がなくてもご利用いただけます。,0,支援金は\n購入金額の,0.810,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\n\n成果対象外：\nイオンネットスーパー/イオンギフトドットコム/イオン銀行/イオン保険マーケット/イオンのお葬式/未来屋書店/ワーナーマイカルシネマズ/ハンコ倶楽部/スポーツオーソリティ/イオントラベルモール/イオンモール/イオンsaQwaの購入,判定タイミング：最大90日,402,1,https://linksynergy.jrs5.com/fs-bin/click?id=gyHms9ppGus&offerid=289482.93&type=4&subid=0&u1=__key__,https://linksynergy.jrs5.com/fs-bin/click?id=gyHms9ppGus&offerid=289482.93&type=4&subid=0&u1=__key__,0,2018-09-03 20:07:00,2022-07-13 11:40:19
179,進研ゼミ・こどもちゃれんじ（新規入会申込）,C011002,18,public/company/179/P7IuPcOuVeWOeA3zeJrlsI3QQHwJqjuPk4WhBHPQ.jpg,public/company/179/P7IuPcOuVeWOeA3zeJrlsI3QQHwJqjuPk4WhBHPQ.jpg,0,NULL,NULL,「ベネッセの通信教育サービス」（「こどもちゃれんじ」（幼児）・「進研ゼミ」（小学1年生~高校3年生向け）） は、生後3カ月から高校生までのお子さまの成長・学び・受験対策を支援する家庭学習教材です。,0,支援金は\n入会申込みで,283.000,点,ベルマーク点数として自動加算,成果条件：\n・入会申込後1ヵ月（31日）以上ご受講いただくこと\n・受講費を指定した期日までにご入金いただくこと\n・申込の際にお客様の情報を正しくご入力いただくこと\n・現在、こどもちゃれんじ・進研ゼミを受講されていないこと\n・海外受講の入会申込ではないこと\n・お友だち・ごきょうだい紹介制度を利用した入会ではないこと,判定タイミング：成果達成の翌営業日～２週間以内,1200,1,https://click.linksynergy.com/fs-bin/click?id=gyHms9ppGus&offerid=894225.10000396&type=4&subid=0&u1=__key__,https://click.linksynergy.com/fs-bin/click?id=gyHms9ppGus&offerid=894225.10000396&type=4&subid=0&u1=__key__,0,2018-09-03 20:08:00,2021-08-30 04:13:22
180,通販のディノス オンラインショップ,C003015,11,public/company/180/qR23R02iYk5hilWvFsE64NObYg1vZu91vkrhYJ3y.gif,public/company/180/qR23R02iYk5hilWvFsE64NObYg1vZu91vkrhYJ3y.gif,0,NULL,NULL,カタログ、テレビ通販【ディノス（dinos)】のオンラインショップです。ディノスオンラインショップでは家具・収納、キッチン・生活雑貨からファッション、美容・健康まで幅広いジャンルの商品をご用意、オリジナルショップやTVショッピングの商品も大好評！,0,支援金は\n購入金額の,0.400,%,ベルマーク点数として自動加算,■成果対象商品：販売全商品\n■成果対象外商品：レンタルサービスflect（フレクト）の家具レンタル\n\n※商品の返品・交換・キャンセルをされた場合は成果対象外となりなす。,判定タイミング：出荷日翌日,409,1,https://click.linksynergy.com/fs-bin/click?id=gyHms9ppGus&offerid=524011.10000609&type=4&subid=0&u1=__key__,https://click.linksynergy.com/fs-bin/click?id=gyHms9ppGus&offerid=524011.10000609&type=4&subid=0&u1=__key__,0,2018-09-03 20:08:00,2022-07-13 11:40:36
